Data,Último
2008-01-31,92.32433333333333
2008-02-29,93.99
2008-03-31,103.11
2008-04-30,108.11633333333333
2008-05-31,121.51935483870967
2008-06-30,130.906
2008-07-31,134.03096774193548
2008-08-31,114.69483870967741
2008-09-30,98.69366666666666
2008-10-31,74.8216129032258
2008-11-30,53.695517241379314
2008-12-31,40.882333333333335
